#,English Name,Cost IQD,Chinese Name,Platform,Offline Price IQD,English Support,Cover URL,Store Link,NSUID,Publisher,Languages,Matched Title,Source
328,ROMANCE OF THE THREE KINGDOMS XIV,1927.2,三国志14,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_RomanceOfTheThreeKingdomsXIVDiplomacyAndStrategyExpansionPackBundle_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/ROMANCE-OF-THE-THREE-KINGDOMS-XIV-Diplomacy-and-Strategy-Expansion-Pack-Bundle-1917576.html,,,english,ROMANCE OF THE THREE KINGDOMS XIV: Diplomacy and Strategy Expansion Pack Bundle,EU
329,TAISHO x ALICE,7964,大正×对称爱丽丝,Nintendo Switch 2,14000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_TaishoXAliceAllInOne_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/TAISHO-x-ALICE-ALL-IN-ONE-2198639.html,,,japanese,TAISHO x ALICE ALL IN ONE,EU
330,Super Robot Wars Y,1496,超级机器人大战Y,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/SUPER-ROBOT-WARS-Y-2875169.html,,,"chinese, english, japanese, korean",SUPER ROBOT WARS Y,EU
331,Skate Story,1496,滑板故事,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Skate-Story-2958015.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Skate Story,EU
332,"Little Kitty, Big City",1496,小猫咪大城,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Little-Kitty-Big-City-2372180.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish","Little Kitty, Big City",EU
333,My Teen Romantic Comedy SNAFU,1496,我的青春恋爱物语果然有问题,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Ghost-Teen-Escape-from-Limbo-2577131.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Ghost Teen Escape from Limbo,EU
334,Kyoto Xanadu,3652,京都迷城 樱花幻舞,Nintendo Switch 2,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Kyoto-Xanadu-3017622.html,,,"english, japanese",Kyoto Xanadu,EU
335,STAR OCEAN THE SECOND STORY R,1496,星之海洋 第二个故事R,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/STAR-OCEAN-THE-SECOND-STORY-R-2401247.html,,,"english, japanese",STAR OCEAN THE SECOND STORY R,EU
336,Inazuma Eleven: Victory Road,1496,闪电十一人 英雄们的胜利之路,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/INAZUMA-ELEVEN-Victory-Road-2950387.html,,,"chinese, english, french, german, italian, japanese, portuguese, spanish",INAZUMA ELEVEN: Victory Road,EU
337,No More Heroes 3,1496,英雄不再3,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_NoMoreHeroesIII_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/No-More-Heroes-3-1575103.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, spanish",No More Heroes 3,EU
338,A-Train: All Aboard! Tourism,1927.2,A列车 开始吧 观光开发计划,Nintendo Switch 2,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_ATrainAllAboardTourism_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/A-Train-All-Aboard-Tourism-1932860.html,,,"chinese, english, japanese, korean",A-Train: All Aboard! Tourism,EU
339,Dead Reset,1496,死亡重置,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Dead-Reset-2910612.html,,,"chinese, english, french, german, polish, portuguese, russian, spanish",Dead Reset,EU
340,Railway Nippon! Rosen Tabi: Hakone Tozan Railway EX,1711.6,铁道日本 箱根登山铁道EX,Nintendo Switch,6000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SealElectricRailway_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Seal-Electric-Railway-1906919.html,,,"english, japanese",Seal Electric Railway,EU
341,13 Sentinels: Aegis Rim,1496,十三机兵防卫圈,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_13SentinelsAegisRim_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/13-Sentinels-Aegis-Rim-2173867.html,,,"english, french, german, italian, spanish",13 Sentinels: Aegis Rim,EU
342,Celeste,1496,蔚蓝,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Celeste_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Celeste-1207064.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Celeste,EU
343,Cities: Skylines – Nintendo Switch Edition,1496,城市天际线,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CitySkylinesNintendoSwitchEdition_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Cities-Skylines-Nintendo-Switch-Edition-1438748.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Cities: Skylines - Nintendo Switch™ Edition,EU
344,Ganbare Goemon Collection,1927.2,加油五右卫门 大集合,Nintendo Switch 2,11000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_GanbareSuperStrikers_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Ganbare-Super-Strikers-1721460.html,,,"english, french, german, italian, japanese, russian, spanish",Ganbare! Super Strikers,EU
345,Virtua Fighter 5 R.E.V.O.,1496,Virtua Fighter 5 世界赛台,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Virtua-Fighter-5-R-E-V-O-World-Stage-3017179.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Virtua Fighter 5 R.E.V.O. World Stage,EU
346,DNF Duel,1496,DNF Duel,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/DNF-Duel-Who-s-Next-2367453.html,,,"chinese, english, german, japanese, korean, spanish",DNF Duel: Who's Next,EU
347,The Battle Cats Unite!,1496,两人一起！猫咪大战争,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-Battle-Cats-Unite--2596763.html,,,english,The Battle Cats Unite!,EU
348,WRC 10,1496,世界拉力锦标赛10,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_Wrc10FiaWorldRallyChampionship_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/WRC-10-FIA-World-Rally-Championship-2180125.html,,,"chinese, english, french, german, italian, korean, portuguese, russian, spanish",WRC 10 FIA World Rally Championship,EU
349,Escape the Backrooms,1496,逃离后室,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Escape-the-Backrooms-3135534.html,,,"chinese, english, french, german, japanese, korean, polish, portuguese, russian, spanish",Escape the Backrooms,EU
350,Ants: Empire Colony,1496,蚂蚁帝国,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Ants-Empire-Colony-2884528.html,,,english,Ants Empire Colony,EU
351,Apollo Justice: Ace Attorney Trilogy,1496,逆转裁判456 王泥喜精选集,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Apollo-Justice-Ace-Attorney-Trilogy-2489387.html,,,"chinese, english, french, german, japanese, korean",Apollo Justice: Ace Attorney Trilogy,EU
352,LEGO Party!,1496,乐高派对,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/LEGO-Party--2892554.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, spanish",LEGO® Party!,EU
353,ACE COMBAT 7: Skies Unknown – Deluxe Edition,1496,皇牌空战7,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/ACE-COMBAT-7-SKIES-UNKNOWN-DELUXE-EDITION-2608140.html,,,"english, french, german, italian, portuguese, russian, spanish",ACE COMBAT™7: SKIES UNKNOWN DELUXE EDITION,EU
354,Hello Kitty Island Adventure,1496,Hello Kitty 岛屿冒险,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Hello-Kitty-Island-Adventure-2720061.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Hello Kitty Island Adventure,EU
355,SPY×FAMILY: Operation Diary,1496,间谍过家家,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/SPY-ANYA-Operation-Memories-2594440.html,,,"english, french, german, italian, spanish",SPY×ANYA: Operation Memories,EU
356,MONOPOLY Star Wars: Heroes vs Villains,3652,地产大亨 星球大战,Nintendo Switch 2,13000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Monopoly-Star-Wars-Heroes-vs-Villains-3091256.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",Monopoly: Star Wars™ Heroes vs. Villains,EU
357,Yo-kai Watch 4,1496,妖怪手表4,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_3ds_6/PS_3DS_YoKaiWatch2_PsychicSpecters_UKV_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-games/YO-KAI-WATCH-2-Psychic-Specters-1243556.html,,,"dutch, english, french, german, italian, russian, spanish",YO-KAI WATCH® 2: Psychic Specters,EU
358,Diablo II: Resurrected,2358.4,暗黑破坏神2 重制版,Nintendo Switch,12000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_DiabloIIResurrected_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Diablo-II-Resurrected-Infernal-Edition-2042555.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Diablo II: Resurrected – Infernal Edition,EU
359,SUPER BOMBERMAN COLLECTION,1496,超级炸弹人合集,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/SUPER-BOMBERMAN-COLLECTION-3016670.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",SUPER BOMBERMAN COLLECTION,EU
360,Formula Legends,1496,方程式赛车传奇,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Formula-Legends-2897671.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, spanish",Formula Legends,EU
361,Immortals Fenyx Rising,1496,芬尼克斯传说,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_ImmortalisFenixRising_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/IMMORTALS-FENYX-RISING-1864799.html,,,"dutch, english, french, german, italian, portuguese, russian, spanish",IMMORTALS FENYX RISING,EU
362,Devil May Cry,1496,鬼泣,Nintendo Switch,8000,نعم,,https://store.nintendo.com.hk/70010000017203,70010000017203,CAPCOM,中文,Devil May Cry,HK
363,Duskfade,1496,长日将尽,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Duskfade-3127139.html,,,"chinese, english, french, german, italian, japanese, portuguese, spanish",Duskfade,EU
364,Transformers: Galactic Trials,1496,变形金刚 银河试炼,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/TRANSFORMERS-Galactic-Trials-2628874.html,,,"chinese, dutch, english, french, german, italian, japanese, portuguese, spanish",TRANSFORMERS: Galactic Trials,EU
365,Neverwinter Nights 2: Enhanced Edition,1496,龙与地下城 无冬之夜2,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_NeverwinterNightsEnhancedEdition_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Neverwinter-Nights-Enhanced-Edition-1691174.html,,,english,Neverwinter Nights: Enhanced Edition,EU
366,Choo-Choo Charles,1496,查尔斯小火车,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Choo-Choo-Charles-2503956.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Choo-Choo Charles,EU
367,GRIME: Definitive Edition,1496,尘埃异变,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/GRIME-Definitive-Edition-2505591.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",GRIME Definitive Edition,EU
368,DOOM Eternal,2574,DOOM 永恒,Nintendo Switch,12000,نعم,,https://store.nintendo.com.hk/70070000011182,70070000011182,Bethesda,中文,DOOM® Eternal,HK
369,Goat Simulator 3,1496,山羊模拟器3,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Goat-Simulator-3-2639808.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Goat Simulator 3,EU
370,Ace Attorney Investigations Collection,1711.6,逆转检察官1&2,Nintendo Switch,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Ace-Attorney-Investigations-Collection-2589276.html,,,"chinese, english, french, german, japanese, korean",Ace Attorney Investigations Collection,EU
371,Tokyo Mirage Sessions ♯FE Encore,1496,幻影异闻录♯FE Encore,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000027332,70010000027332,Nintendo,中文,幻影异闻录♯FE Encore,HK
372,Jack Jeanne,1496,杰克珍妮,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Jack-Jeanne-2385316.html,,,english,Jack Jeanne,EU
373,Sword Art Online: Fatal Bullet – Complete Edition,1496,刀剑神域 夺命凶弹,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_SwordArtOnlineFatalBulletCompleteEdition_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/SWORD-ART-ONLINE-FATAL-BULLET-Complete-Edition-1616386.html,,,"english, french, german, italian, portuguese, russian, spanish",SWORD ART ONLINE: FATAL BULLET Complete Edition,EU
374,Suika Game,1496,西瓜游戏,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Suika-Game-2468543.html,,,"chinese, english, french, japanese, korean, spanish",Suika Game,EU
375,The Bridge Curse: Road to Salvation,1496,女鬼桥 开魂路,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-Bridge-Curse-Road-to-Salvation-2431994.html,,,"chinese, english, french, german, japanese, korean, portuguese, spanish",The Bridge Curse: Road to Salvation,EU
376,Kamen Rider: Memory of Heroez,1496,假面骑士 英雄记忆,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/virtual_console_nintendo_3ds_8/SQ_3DSVC_MachRider_image500w.jpg,https://www.nintendo.com/en-gb/Games/NES/Mach-Rider-277908.html,,,english,Mach Rider,EU
377,SpongeBob SquarePants: The Cosmic Shake,2574,海绵宝宝 宇宙摇摆,Nintendo Switch,12000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SpongeBobSquarePantsTheCosmicShake_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/SpongeBob-SquarePants-The-Cosmic-Shake-2265446.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",SpongeBob SquarePants: The Cosmic Shake,EU
378,Hello Kitty and Friends: Happiness Parade,1496,Hello Kitty 幸福游行,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/HELLO-KITTY-AND-FRIENDS-HAPPINESS-PARADE-2368019.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",HELLO KITTY AND FRIENDS HAPPINESS PARADE,EU
379,Cars 3: Driven to Win,1496,赛车总动员3,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/wiiu_6/PS_WiiU_Cars3DrivenToWin_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Wii-U-games/Cars-3-Driven-to-Win-1227943.html,,,"dutch, english, french, german, italian, russian, spanish",Cars 3: Driven to Win,EU
380,Kamen Rider: Climax Scramble,1496,假面骑士 巅峰战斗,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/TOKYO-SCRAMBLE-3016780.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",TOKYO SCRAMBLE,EU
381,Trombone Champ,1496,长号冠军,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Trombone-Champ-2437061.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Trombone Champ,EU
382,Lost Twins II,1927.2,双子迷途2,Nintendo Switch 2,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Lost-Twins-2-3055149.html,,,english,Lost Twins 2,EU
